original_filename,copied_filename,sanitized_source_label,copied_relative_path,size_bytes,created_time,modified_time,sha256,detected_format,project_category,apparent_version,authority_classification,duplicate_group,family_group,notes
aevt-a5dfd75b39fe_receptor.json,aevt-a5dfd75b39fe_receptor.json,fractalish_build/fractalish-ai/guardian_authority/outputs/receptor_events/aevt-a5dfd75b39fe_receptor.json,08_COGNITIVE_BASIN/aevt-a5dfd75b39fe_receptor.json,12337,2026-06-10T23:19:19.287972+00:00,2026-06-10T23:19:19.288974+00:00,f1df8a3c7f15d8bb1fcdcd66a798d420288c39931c3d1ef8b316f79b43083661,json,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,,aevt adfdbfe receptor,Guardian authority prototype.
aevt-aaae180aa5d8_authority.json,aevt-aaae180aa5d8_authority.json,fractalish_build/fractalish-ai/guardian_authority/outputs/receptor_events/aevt-aaae180aa5d8_authority.json,08_COGNITIVE_BASIN/aevt-aaae180aa5d8_authority.json,13421,2026-06-10T23:19:19.245975+00:00,2026-06-10T23:19:19.245975+00:00,a71dee98e01a3a61069f4f1d96465dd396bb511f0ae186981334b40280648532,json,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,,aevt aaaeaad authority,Guardian authority prototype.
aevt-aaae180aa5d8_receptor.json,aevt-aaae180aa5d8_receptor.json,fractalish_build/fractalish-ai/guardian_authority/outputs/receptor_events/aevt-aaae180aa5d8_receptor.json,08_COGNITIVE_BASIN/aevt-aaae180aa5d8_receptor.json,12773,2026-06-10T23:19:19.244972+00:00,2026-06-10T23:19:19.245975+00:00,cf2268d8d8a448960d0cf0a4fa89ba5bce6441161f08316a81f5658492913c7c,json,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,,aevt aaaeaad receptor,Guardian authority prototype.
aevt-b9d589584341_authority.json,aevt-b9d589584341_authority.json,fractalish_build/fractalish-ai/guardian_authority/outputs/receptor_events/aevt-b9d589584341_authority.json,08_COGNITIVE_BASIN/aevt-b9d589584341_authority.json,13062,2026-06-10T19:58:04.124477+00:00,2026-06-10T19:58:04.125477+00:00,832655c3e46f76db1739164dda881676da83847926ff80bc551eda2229a094c4,json,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,,aevt bd authority,Guardian authority prototype.
aevt-b9d589584341_receptor.json,aevt-b9d589584341_receptor.json,fractalish_build/fractalish-ai/guardian_authority/outputs/receptor_events/aevt-b9d589584341_receptor.json,08_COGNITIVE_BASIN/aevt-b9d589584341_receptor.json,12384,2026-06-10T19:58:04.124477+00:00,2026-06-10T19:58:04.124477+00:00,c083c49b4ac66b4d291910a788e0ad90b1926b47e65b3da3a43f4b2b2e6b5f92,json,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,,aevt bd receptor,Guardian authority prototype.
aevt-d33ce226c75a_authority.json,aevt-d33ce226c75a_authority.json,fractalish_build/fractalish-ai/guardian_authority/outputs/receptor_events/aevt-d33ce226c75a_authority.json,08_COGNITIVE_BASIN/aevt-d33ce226c75a_authority.json,11438,2026-06-10T21:51:56.401820+00:00,2026-06-10T21:51:56.401820+00:00,723e4d4404aed8bfb20b60a08f31ebb6080d0d0581caf65f0ca21a9cd966e6fc,json,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,,aevt dceca authority,Guardian authority prototype.
aevt-d33ce226c75a_receptor.json,aevt-d33ce226c75a_receptor.json,fractalish_build/fractalish-ai/guardian_authority/outputs/receptor_events/aevt-d33ce226c75a_receptor.json,08_COGNITIVE_BASIN/aevt-d33ce226c75a_receptor.json,10738,2026-06-10T21:51:56.400816+00:00,2026-06-10T21:51:56.400816+00:00,f5a501f2adfb6dd23cbcb749f5009b5f02e4abe5ad2094da8476b89c57f8e706,json,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,,aevt dceca receptor,Guardian authority prototype.
aevt-d47b43122d09_authority.json,aevt-d47b43122d09_authority.json,fractalish_build/fractalish-ai/guardian_authority/outputs/receptor_events/aevt-d47b43122d09_authority.json,08_COGNITIVE_BASIN/aevt-d47b43122d09_authority.json,12283,2026-06-10T23:19:19.253974+00:00,2026-06-10T23:19:19.253974+00:00,1d0d4b60dab3d81eb013c667c03a4af6aa71017ad9071f959091f5038fb38564,json,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,,aevt dbd authority,Guardian authority prototype.
aevt-d47b43122d09_receptor.json,aevt-d47b43122d09_receptor.json,fractalish_build/fractalish-ai/guardian_authority/outputs/receptor_events/aevt-d47b43122d09_receptor.json,08_COGNITIVE_BASIN/aevt-d47b43122d09_receptor.json,11636,2026-06-10T23:19:19.252971+00:00,2026-06-10T23:19:19.252971+00:00,c8cb2cadb0c05b19887719d99c89a2b4183d78e5d7aa39a231f9e0273364cca7,json,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,,aevt dbd receptor,Guardian authority prototype.
aevt-e0df0723fcd5_authority.json,aevt-e0df0723fcd5_authority.json,fractalish_build/fractalish-ai/guardian_authority/outputs/receptor_events/aevt-e0df0723fcd5_authority.json,08_COGNITIVE_BASIN/aevt-e0df0723fcd5_authority.json,13470,2026-06-10T21:51:56.447359+00:00,2026-06-10T21:51:56.447359+00:00,7d1c0619e9b84724b32dcf9bfb4b48d2dff33f856374f69ea27f7f566d328f66,json,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,,aevt edffcd authority,Guardian authority prototype.
aevt-e0df0723fcd5_receptor.json,aevt-e0df0723fcd5_receptor.json,fractalish_build/fractalish-ai/guardian_authority/outputs/receptor_events/aevt-e0df0723fcd5_receptor.json,08_COGNITIVE_BASIN/aevt-e0df0723fcd5_receptor.json,12804,2026-06-10T21:51:56.447359+00:00,2026-06-10T21:51:56.447359+00:00,be4accee12446dfe468d8156bc19bfbf34fe559493552b2a9fd02e5bea850390,json,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,,aevt edffcd receptor,Guardian authority prototype.
aevt-f74f9908b566_authority.json,aevt-f74f9908b566_authority.json,fractalish_build/fractalish-ai/guardian_authority/outputs/receptor_events/aevt-f74f9908b566_authority.json,08_COGNITIVE_BASIN/aevt-f74f9908b566_authority.json,11438,2026-06-10T19:58:04.812912+00:00,2026-06-10T19:58:04.812912+00:00,1a72e0121f102faf9248f9b312392d706d07dafda21bd897c47621e18aca612d,json,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,,aevt ffb authority,Guardian authority prototype.
aevt-f74f9908b566_receptor.json,aevt-f74f9908b566_receptor.json,fractalish_build/fractalish-ai/guardian_authority/outputs/receptor_events/aevt-f74f9908b566_receptor.json,08_COGNITIVE_BASIN/aevt-f74f9908b566_receptor.json,10738,2026-06-10T19:58:04.812912+00:00,2026-06-10T19:58:04.812912+00:00,6ef73bca8c37b30236b806fe3b8965489f6d09ccccb9a348a10800f837cea934,json,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,,aevt ffb receptor,Guardian authority prototype.
aevt-735e017a6a96_authority.json,aevt-735e017a6a96_authority.json,fractalish_build/fractalish-ai/guardian_authority/outputs/debug/receptor_events/aevt-735e017a6a96_authority.json,08_COGNITIVE_BASIN/aevt-735e017a6a96_authority.json,13431,2026-06-10T19:57:38.682948+00:00,2026-06-10T19:57:38.682948+00:00,d1c63bb68fd5c23f2365ae0971ae5ff2c0eff7b87ccecd3017524d0f2fc17499,json,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,,aevt eaa authority,Guardian authority prototype.
aevt-735e017a6a96_receptor.json,aevt-735e017a6a96_receptor.json,fractalish_build/fractalish-ai/guardian_authority/outputs/debug/receptor_events/aevt-735e017a6a96_receptor.json,08_COGNITIVE_BASIN/aevt-735e017a6a96_receptor.json,12765,2026-06-10T19:57:38.681948+00:00,2026-06-10T19:57:38.681948+00:00,1791596670d2662356787b45a0766b566c83c5ef83065b5f76c4f5818af92bd5,json,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,,aevt eaa receptor,Guardian authority prototype.
mock_dictionary_entries.json,mock_dictionary_entries.json,fractalish_build/fractalish-ai/guardian_authority/samples/corpus/mock_dictionary_entries.json,08_COGNITIVE_BASIN/mock_dictionary_entries.json,4691,2026-06-10T19:56:03.755478+00:00,2026-06-10T19:56:03.755478+00:00,18706440e64f7cba770d13a50dd5c6d062cd13a62a6cadb4a004bf6ca1798a2f,json,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,,mock dictionary entries,Guardian authority prototype.
mock_encyclopedia_entries.json,mock_encyclopedia_entries.json,fractalish_build/fractalish-ai/guardian_authority/samples/corpus/mock_encyclopedia_entries.json,08_COGNITIVE_BASIN/mock_encyclopedia_entries.json,2936,2026-06-10T19:56:03.755478+00:00,2026-06-10T19:56:03.755478+00:00,406deb3df4354d748bec3c6a4b1cae948835212cdc17430c7380317ed20fc3e4,json,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,,mock encyclopedia entries,Guardian authority prototype.
mock_government_rules.json,mock_government_rules.json,fractalish_build/fractalish-ai/guardian_authority/samples/corpus/mock_government_rules.json,08_COGNITIVE_BASIN/mock_government_rules.json,2810,2026-06-10T19:56:03.755478+00:00,2026-06-10T19:56:03.756476+00:00,42dd5e6f5c7f2c3f889fede6463de07ecbd67ccfd00f898875c0bec1fea48f1f,json,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,,mock government rules,Guardian authority prototype.
mock_stem_reference.json,mock_stem_reference.json,fractalish_build/fractalish-ai/guardian_authority/samples/corpus/mock_stem_reference.json,08_COGNITIVE_BASIN/mock_stem_reference.json,2140,2026-06-10T19:56:03.756476+00:00,2026-06-10T19:56:03.757478+00:00,93034c152e0f0a1131ee4c866269b790ce29a88c37f3dd597004ae072d0ebae0,json,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,,mock stem reference,Guardian authority prototype.
mock_technical_standards.json,mock_technical_standards.json,fractalish_build/fractalish-ai/guardian_authority/samples/corpus/mock_technical_standards.json,08_COGNITIVE_BASIN/mock_technical_standards.json,2105,2026-06-10T19:56:03.756476+00:00,2026-06-10T19:56:03.756476+00:00,0deff63398201dea3471c68b5364b491b74de2ec9ab0476dfef65671ab7ede4e,json,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,,mock technical standards,Guardian authority prototype.
user_claims.json,user_claims.json,fractalish_build/fractalish-ai/guardian_authority/samples/corpus/user_claims.json,08_COGNITIVE_BASIN/user_claims.json,549,2026-06-10T19:56:03.756476+00:00,2026-06-10T19:56:03.757478+00:00,39c6529dec95111194ff3ed50cede1c868076caf4d6270fce861839d09391e44,json,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,,user claims,Guardian authority prototype.
test_fractal_memory_map.py,test_fractal_memory_map.py,fractalish_build/fractalish-ai/tests/test_fractal_memory_map.py,10_TESTS_AND_FROZEN_RESULTS/test_fractal_memory_map.py,2533,2026-06-10T18:15:51.275931+00:00,2026-06-10T18:15:51.275931+00:00,6b59838ef0168f68bffe3ab2f6c37f700b9be7fec45bf163aa665e143ac1cfb5,py,10_TESTS_AND_FROZEN_RESULTS,,REFERENCE_IMPLEMENTATION,,test fractal memory map,FractalMemoryMap tests.
test_operational_self_memory.py,test_operational_self_memory.py,fractalish_build/fractalish-ai/tests/test_operational_self_memory.py,10_TESTS_AND_FROZEN_RESULTS/test_operational_self_memory.py,9532,2026-06-10T21:50:15.094908+00:00,2026-06-10T21:50:15.094908+00:00,e22af3f90a1040069b2d0396fbb0b65d8c72e82e53d9651abf62635ba05fa6d2,py,10_TESTS_AND_FROZEN_RESULTS,,REFERENCE_IMPLEMENTATION,,test operational self memory,Operational Self tests.
test_guard.py,test_guard.py,fractalish_build/fractalish-ai/tests/test_guard.py,10_TESTS_AND_FROZEN_RESULTS/test_guard.py,1825,2026-06-10T17:29:55.845961+00:00,2026-06-10T17:29:55.846961+00:00,fbd11b3c202975067f28d495ab07e7e75b0afcd780341fd720257371981f993b,py,10_TESTS_AND_FROZEN_RESULTS,,REFERENCE_IMPLEMENTATION,,test guard,Guard tests.
test_guardian_natural_math.py,test_guardian_natural_math.py,fractalish_build/fractalish-ai/tests/test_guardian_natural_math.py,10_TESTS_AND_FROZEN_RESULTS/test_guardian_natural_math.py,2322,2026-06-11T18:52:46.925307+00:00,2026-06-11T18:52:46.925307+00:00,10fa348e196cdd4bfd17d450fa8529d5ac3d0bc7f7b76afe97325528af522fad,py,10_TESTS_AND_FROZEN_RESULTS,,REFERENCE_IMPLEMENTATION,,test guardian natural math,Guardian/Natural Math tests.
test_hold_preservation.py,test_hold_preservation.py,fractalish_build/fractalish-ai/tests/test_hold_preservation.py,10_TESTS_AND_FROZEN_RESULTS/test_hold_preservation.py,750,2026-06-14T05:20:37.955762+00:00,2026-06-14T05:20:37.955762+00:00,a3f3e80e1cabab96c813acb53f2aadafd450486236a6825b9c6a503a591966c7,py,10_TESTS_AND_FROZEN_RESULTS,,REFERENCE_IMPLEMENTATION,,test hold preservation,HOLD tests.
SymLan_Programming_Language_v0.2.6.pdf,SymLan_Programming_Language_v0.2.6.pdf,fractalish_build/evolution_prize_reference_packet/symlan/SymLan_Programming_Language_v0.2.6.pdf,09_SYMLAN_AND_ADDRESSING/SymLan_Programming_Language_v0.2.6.pdf,715311,2026-06-11T01:13:02.366760+00:00,2026-05-14T21:48:30.361984+00:00,227d5ccc947b561cc02501f560b72aa0b843aaaa8d179740b9cc479bd62fc8cc,pdf,09_SYMLAN_AND_ADDRESSING,v0.2.6,CURRENT_SPECIFICATION,,symlan programming language,SymLan public language spec.
SymLan_Programming_Language_Revised_v0.2.5 (Activations).pdf,SymLan_Programming_Language_Revised_v0.2.5 _Activations_.pdf,fractalish_build/evolution_prize_reference_packet/symlan/SymLan_Programming_Language_Revised_v0.2.5 (Activations).pdf,09_SYMLAN_AND_ADDRESSING/SymLan_Programming_Language_Revised_v0.2.5 _Activations_.pdf,474120,2026-06-11T01:13:26.036581+00:00,2026-04-30T16:38:16.003601+00:00,df5e36822926d7dd711a2f609cfe01e759e65fdcc0821bd40604beb608828ad1,pdf,09_SYMLAN_AND_ADDRESSING,v0.2.5,PUBLICATION_DRAFT,,symlan programming language revised activations,Revised SymLan spec with activations framing.
InfinitySight_SymLan_Module_v1.symlan,InfinitySight_SymLan_Module_v1.symlan,fractalish_build/evolution_prize_reference_packet/symlan/InfinitySight_SymLan_Module_v1.symlan,09_SYMLAN_AND_ADDRESSING/InfinitySight_SymLan_Module_v1.symlan,5739,2026-06-11T01:12:59.658108+00:00,2026-06-10T21:21:14+00:00,f411ab96c9b54de13990140b72add0ff17e0d3d85e4c878349e53dec067c474f,symlan,09_SYMLAN_AND_ADDRESSING,,REFERENCE_IMPLEMENTATION,exact-f411ab96c9b5,infinitysight symlan module,InfinitySight SymLan module.
symlan_morphology_terms.symlan,symlan_morphology_terms.symlan,fractalish_build/datasets/morphological_language/exports/symlan_morphology_terms.symlan,09_SYMLAN_AND_ADDRESSING/symlan_morphology_terms.symlan,1244,2026-06-14T05:33:20.092224+00:00,2026-06-14T05:33:39.087471+00:00,e9c60965435741b08674d5b0ab1932e41a69495b9df5234fdf1ccae5d3b5c883,symlan,09_SYMLAN_AND_ADDRESSING,,REFERENCE_IMPLEMENTATION,,symlan morphology terms,Morphology terms export in SymLan.
symlan.md,symlan.md,fractalish_workspace/mcva-gate/docs/integrations/symlan.md,09_SYMLAN_AND_ADDRESSING/symlan.md,229,2026-06-03T04:54:11.667440+00:00,2026-06-03T04:54:11.667440+00:00,b83bac8263d43a0a98836af9e2fd4b7325453d4dcc3e6cf66013e5a1e182bfea,md,09_SYMLAN_AND_ADDRESSING,,CURRENT_SPECIFICATION,,symlan,Fractalish-SymLan integration note.
Hostile Review SymLan Language Book AND Cognitive Basin Discussion.txt,Hostile Review SymLan Language Book AND Cognitive Basin Discussion.txt,cognitive_basin/Hostile Review SymLan Language Book AND Cognitive Basin Discussion.txt,09_SYMLAN_AND_ADDRESSING/Hostile Review SymLan Language Book AND Cognitive Basin Discussion.txt,144281,2026-05-30T05:20:42.930162+00:00,2026-05-30T05:20:43.130164+00:00,08d5f325db600b82d3b84b260c6629c4883e67f028e5f001f128cb7c506352ca,txt,09_SYMLAN_AND_ADDRESSING,,THEORY_CONTEXT,,hostile review symlan language book and cognitive basin discussion,Hostile review discussion.
SERA Viral Sentinel + Glyph Monitoring Spec (v0.2).txt,SERA Viral Sentinel _ Glyph Monitoring Spec _v0.2_.txt,cognitive_basin/SERA Viral Sentinel + Glyph Monitoring Spec (v0.2).txt,09_SYMLAN_AND_ADDRESSING/SERA Viral Sentinel _ Glyph Monitoring Spec _v0.2_.txt,1165,2026-05-30T04:22:02.131403+00:00,2026-05-30T04:22:02.208405+00:00,6b6e0f3038946c58a57d365ad1726bd1dfd7244e6329e0af463c85947fde852d,txt,09_SYMLAN_AND_ADDRESSING,v0.2,CURRENT_SPECIFICATION,,sera viral sentinel glyph monitoring spec,SERA/Glyph spec.
SymLan_v1.0_Language_Spec.md,SymLan_v1.0_Language_Spec.md,fractalish_build/evolution_prize_reference_packet/construction_a_honeybee/SymLan_v1.0_Language_Spec.md,09_SYMLAN_AND_ADDRESSING/SymLan_v1.0_Language_Spec.md,50538,2026-06-11T01:13:00.251757+00:00,2026-05-04T17:29:01.200041+00:00,e826fd7d033e9814c8d8644c2b1d524d8b7fbc89c7e601b77c073b1b28604f5e,md,09_SYMLAN_AND_ADDRESSING,v1.0,PUBLICATION_DRAFT,,symlan language spec,Construction A+/Honeybee era SymLan spec.
SERA_White_Paper_2026-05-11.md,SERA_White_Paper_2026-05-11.md,fractalish_build/evolution_prize_reference_packet/construction_a_honeybee/SERA_White_Paper_2026-05-11.md,09_SYMLAN_AND_ADDRESSING/SERA_White_Paper_2026-05-11.md,27663,2026-06-11T01:13:25.841578+00:00,2026-05-25T01:29:29.554187+00:00,090267e6632e08f62cbe39c9599bd65a32c0f69df0f095868ce6ab89e655aac9,md,09_SYMLAN_AND_ADDRESSING,,PUBLICATION_DRAFT,,sera white paper,SERA white paper.
infinitysight-symlan-module-v1.symlan,infinitysight-symlan-module-v1.symlan,fractalish_workspace/public/assets/docs/infinitysight-symlan-module-v1.symlan,09_SYMLAN_AND_ADDRESSING/infinitysight-symlan-module-v1.symlan,5739,2026-06-08T23:37:16.711925+00:00,2026-06-09T00:44:18+00:00,f411ab96c9b54de13990140b72add0ff17e0d3d85e4c878349e53dec067c474f,symlan,09_SYMLAN_AND_ADDRESSING,,REFERENCE_IMPLEMENTATION,exact-f411ab96c9b5,infinitysight symlan module,Current public copy of InfinitySight module.
Ternary_Glyph_Lattice.jpg,Ternary_Glyph_Lattice.jpg,codex_exact_state_architecture/Ternary_Glyph_Lattice.jpg,09_SYMLAN_AND_ADDRESSING/Ternary_Glyph_Lattice.jpg,343808,2026-05-13T14:08:36.642270+00:00,2026-04-07T15:10:37.169201+00:00,a775b9e8459dbbf8a02d1dc5da1b39e5f7e38dc5aebc826a056e82f6d67fc6b4,jpg,09_SYMLAN_AND_ADDRESSING,,THEORY_CONTEXT,,ternary glyph lattice,Glyph lattice figure.
